user,session,keyname,timepress,timerelease,pressure,tool_major,x,x_acceleration,x_rotation,y,y_acceleration,y_rotation,z_acceleration,z_rotation
0,13,7,2422,2506,0.6687500000000001,187.09550000000002,246.0,-2.4578300000000004,0.245093,1555.0,8.68561,0.4884100000000001,3.3751050000000005,0.615923
0,13,7,2626,2676,0.6625,187.095,244.0,-2.363905,0.237236,1551.0,8.692045000000002,0.522192,3.553445,0.619445
0,13,6,2915,2974,0.5687500000000001,123.022,877.0,-2.210255,0.22823,1459.0,8.415695,0.5088205,4.315775,0.6271655
0,13,1,3195,3263,0.675,187.09550000000002,263.5,-1.9038199999999998,0.22795900000000002,1274.5,9.209485,0.498674,3.3728800000000003,0.6212500000000001
0,13,enter,3696,3772,0.5750000000000001,123.022,914.0,-2.26727,0.2302605,1707.0,8.046444999999999,0.4877625,4.82482,0.611364
0,14,9,0,59,0.5875,155.059,891.0,-1.75576,0.269624,1565.0,7.820284999999998,0.375751,5.353035,0.60731
0,14,1,332,382,0.675,187.095,254.0,-1.3126845,0.264669,1246.0,9.42718,0.364373,0.5569350000000002,0.611109
0,14,4,528,603,0.7000000000000001,187.095,276.0,-2.1096950000000003,0.27262800000000004,1410.0,8.599744999999999,0.48810200000000004,3.6697600000000006,0.645757
0,14,1,1641,1699,0.68125,203.1135,209.0,-1.2979715,0.2707345,1269.5,9.53536,0.4076645,1.871001,0.6302055
0,14,9,2159,2235,0.58125,123.022,909.0,-1.8995149999999998,0.28152000000000005,1544.0,8.012205,0.437931,5.897285,0.6256390000000001
0,14,3,2405,2456,0.5750000000000001,123.022,906.0,-1.6703649999999999,0.27865300000000004,1296.0,8.45097,0.388044,4.546765,0.617304
0,14,7,3459,3543,0.6937500000000001,203.1135,255.5,-1.911675,0.255675,1554.0,8.41065,0.42770450000000004,3.92202,0.6411184999999999
0,14,7,3638,3696,0.6875,203.1135,257.0,-1.9866,0.24681999999999998,1561.5,8.12727,0.4479155,4.35086,0.652449
0,14,6,3909,3968,0.575,123.022,879.0,-1.91581,0.23731300000000002,1457.0,7.935595000000001,0.447184,5.114879999999999,0.652442
0,14,1,4198,4257,0.6500000000000001,187.09550000000002,253.0,-1.1411615,0.254883,1260.5,9.347665,0.416444,1.1174255,0.637305
0,14,enter,4946,5022,0.5625,123.022,935.0,-1.8245649999999998,0.25403600000000004,1707.0,7.792005,0.386664,6.557449999999999,0.6078060000000001
0,15,9,0,67,0.5062500000000001,123.022,905.5,-2.50851,0.233921,1592.0,7.9348849999999995,0.451233,4.600985,0.618607
0,15,1,306,364,0.6625000000000001,187.095,265.5,-2.122465,0.23576100000000005,1246.0,9.259015000000002,0.450204,1.0983969999999998,0.617857
0,15,4,510,585,0.6625000000000001,171.077,274.5,-2.34584,0.251756,1414.0,8.843655000000002,0.47676899999999994,3.883470000000001,0.6169140000000001
0,15,1,824,891,0.7000000000000001,219.132,268.0,-2.4866900000000003,0.22099,1260.0,8.947005,0.5283140000000001,1.463271,0.6433289999999999
0,15,9,1410,1469,0.5625,123.022,898.0,-2.39064,0.223464,1573.0,8.30538,0.464884,4.322520000000001,0.6265809999999999
0,15,3,1623,1682,0.6000000000000001,155.059,891.0,-2.320405,0.219379,1261.0,8.589970000000001,0.470007,3.6213550000000008,0.6314879999999999
0,15,7,2320,2395,0.725,219.132,236.0,-2.24579,0.230358,1567.0,8.7574,0.467583,3.055945,0.6345379999999999
0,15,7,2490,2548,0.725,219.132,230.0,-2.601725,0.23398,1550.0,8.49852,0.48096300000000003,4.410915,0.635896
0,15,6,2736,2795,0.5875,155.059,892.0,-2.30513,0.2252,1464.0,8.312535,0.489202,4.438615,0.640502
0,15,1,3000,3050,0.68125,203.1135,231.0,-2.0558899999999998,0.204094,1287.0,9.327095,0.485163,1.621737,0.652077
0,15,enter,3526,3602,0.5875,123.022,914.0,-2.36425,0.2025675,1716.0,7.917475,0.47924100000000003,5.22419,0.637817
0,16,9,0,100,0.5875,123.022,894.0,-0.0996245,0.272365,1569.0,5.896245,0.180109,7.4388950000000005,0.505286
0,16,1,276,334,0.59375,139.0405,151.0,-0.137932,0.27539100000000005,1246.5,5.9005600000000005,0.184123,7.595609999999999,0.5056225
0,16,4,469,535,0.5750000000000001,123.022,140.0,-0.116577,0.2768735,1411.0,5.872170000000001,0.184807,7.613175,0.5054004999999999
0,16,1,1482,1565,0.525,139.0405,137.5,-0.1378861,0.274814,1244.0,5.962675,0.18659900000000001,7.469355000000002,0.5058995
0,16,9,1909,1976,0.5750000000000001,123.022,894.0,-0.27320900000000004,0.2783,1579.0,5.9597,0.188663,7.31906,0.506253
0,16,3,2563,2637,0.5625,123.022,904.0,-0.30647250000000004,0.279512,1252.0,6.06872,0.19780999999999999,7.256645,0.507223
0,16,7,3919,4011,0.51875,139.0405,168.0,-0.18313600000000002,0.278049,1557.0,6.012815,0.18968,7.507944999999999,0.507383
0,16,7,4129,4187,0.6125,155.059,165.0,-0.288948,0.278735,1579.0,5.965635000000001,0.188708,7.448684999999999,0.508112
0,16,6,4522,4589,0.5875,123.022,899.0,-0.210419,0.277402,1435.0,6.00228,0.190813,7.476344999999999,0.505024
0,16,1,4740,4823,0.575,139.0405,152.5,-0.11743915,0.276841,1222.5,6.017135,0.192347,7.581410000000001,0.505494
0,16,enter,5460,5543,0.5750000000000001,123.022,919.0,-0.1330945,0.284955,1698.0,5.980080000000001,0.1811955,7.45951,0.4972675
0,17,9,0,59,0.5750000000000001,123.022,939.0,-1.95694,0.23094800000000001,1545.0,7.8946000000000005,0.43032600000000004,5.17385,0.6465219999999999
0,17,1,425,492,0.6687500000000001,171.077,267.5,-1.7863099999999998,0.218968,1266.5,9.274695,0.443222,2.620055,0.6477405
0,17,4,638,713,0.6875,187.095,266.0,-2.49353,0.20758900000000002,1423.0,8.490935,0.4994995,4.352405,0.6622775
0,17,1,2448,2498,0.7000000000000001,187.095,259.0,-1.7499699999999998,0.2316145,1278.0,9.046775,0.45411050000000003,2.595775,0.6401085
0,17,9,2915,2999,0.5687500000000001,123.022,889.0,-2.11001,0.224954,1592.5,8.154525,0.463264,5.258185,0.6611279999999999
0,17,3,3195,3237,0.5750000000000001,123.022,885.0,-2.1773249999999997,0.23433600000000002,1293.0,8.389975,0.43109200000000003,4.595105,0.646291
0,17,7,4266,4351,0.725,219.132,250.0,-2.143415,0.23012749999999998,1553.0,8.816505,0.4631595,4.874715,0.6543995
