user,session,keyname,timepress,timerelease
0,0,shift,0,374
0,0,t,296,374
0,0,h,561,640
0,0,e,640,749
0,0,space,874,1061
0,0,i,1217,1310
0,0,t,2340,2434
0,0,s,4150,4259
0,0,y,4243,4306
0,0,space,4430,4633
0,0,b,5242,5351
0,0,i,5304,5398
0,0,t,5678,5756
0,0,s,6349,6474
0,0,y,6427,6505
0,0,space,6911,7020
0,0,s,7597,7722
0,0,p,7675,7784
0,0,i,8112,8252
0,0,d,8471,8564
0,0,e,8783,8892
0,0,r,8876,8923
0,0,space,9469,9641
0,0,c,9968,10078
0,0,l,10031,10109
0,0,i,10234,10343
0,0,m,10561,10624
0,0,b,10982,11076
0,0,e,11201,11279
0,0,d,11669,11716
0,0,space,12792,12964
0,0,u,13307,13369
0,0,p,13712,13790
0,0,space,13915,14040
0,0,t,14430,14524
0,0,h,14477,14570
0,0,e,14602,14711
0,0,space,14789,14882
0,0,w,15631,15756
0,0,a,15990,16193
0,0,t,16333,16442
0,0,e,16520,16645
0,0,r,16614,16723
0,0,s,17987,18112
0,0,p,18080,18174
0,0,o,18548,18673
0,0,u,19438,19562
0,0,t,19516,19609
0,0,period,21824,21902
0,0,enter,22682,22729
0,0,shift,23790,24539
0,0,d,24430,24523
0,0,o,24835,24929
0,0,w,25428,25522
0,0,n,25522,25568
0,0,space,25724,25912
0,0,c,26005,26114
0,0,a,26348,26458
0,0,m,26442,26489
0,0,space,26832,27019
0,0,t,27331,27394
0,0,h,27378,27456
0,0,e,27518,27643
0,0,space,27737,27799
0,0,r,28283,28376
0,0,a,28860,28985
0,0,i,28922,28985
0,0,n,29359,29453
0,0,enter,36957,37019
0,0,a,37690,37799
0,0,n,37752,37830
0,0,d,37893,38002
0,0,space,38033,38095
0,0,space,38142,38173
0,0,w,38392,38485
0,0,a,38610,38719
0,0,s,39031,39156
0,0,h,39109,39203
0,0,e,39297,39390
0,0,d,39499,39577
0,0,space,40763,40919
0,0,t,40997,41075
0,0,h,41075,41153
0,0,e,41153,41262
0,0,space,41325,41512
0,0,s,42073,42183
0,0,p,42151,42183
0,0,i,42401,42510
0,0,d,43072,43150
0,0,e,43321,43446
0,0,r,43446,43509
0,0,o,43961,44101
0,0,u,44133,44257
0,0,t,44476,44554
0,0,period,49733,49795
0,0,enter,51855,51948
0,0,shift,52494,52759
0,0,o,52681,52759
0,0,u,53212,53321
0,0,t,53290,53383
0,1,shift,0,327
0,1,m,218,312
0,1,a,1060,1201
0,1,r,1716,1840
0,1,y,1809,1887
0,1,space,2012,2168
0,1,h,2340,2418
0,1,a,2371,2542
0,1,s,2730,2839
0,1,space,2948,3088
0,1,a,3151,3291
0,1,space,3338,3432
0,1,l,3837,3962
0,1,i,4056,4165
0,1,t,4461,4508
0,1,t,4570,4648
0,1,l,4820,4929
0,1,e,4945,5054
0,1,space,5101,5179
0,1,l,5694,5818
0,1,a,6942,7098
0,1,m,7020,7098
0,1,b,7581,7675
0,1,comma,8970,9048
0,1,shift,13260,13447
0,1,m,13369,13447
0,1,a,13775,13899
0,1,r,14055,14149
0,1,y,14149,14227
0,1,space,14367,14555
0,1,h,14757,14851
0,1,a,14820,14960
0,1,s,15069,15116
0,1,d,15693,15818
0,1,backspace,16380,16458
0,1,backspace,16520,16645
0,1,d,16832,16941
0,1,space,17019,17097
0,1,a,17581,17690
0,1,space,17753,17815
0,1,l,18049,18158
0,1,i,18236,18361
0,1,t,18579,18642
0,1,t,18720,18798
0,1,l,18938,19047
0,1,e,19079,19188
0,1,space,19266,19328
0,1,l,19999,20108
0,1,a,20561,20701
0,1,m,20623,20717
0,1,b,21247,21325
0,1,comma,22885,22932
0,1,enter,23634,23712
0,1,shift,24117,24788
0,1,h,24648,24741
0,1,i,26255,26379
0,1,s,26348,26473
0,1,space,26535,26598
0,1,f,26988,27097
0,1,l,27081,27191
0,1,e,27378,27471
0,1,e,27534,27627
0,1,c,28158,28283
0,1,e,28673,28813
0,1,space,29546,29609
0,1,w,29858,29952
0,1,a,30357,30451
0,1,s,30560,30669
0,1,space,30935,31059
0,1,w,31605,31715
0,1,h,31668,31730
0,1,i,31871,32011
0,1,t,32151,32229
0,1,e,32339,32448
0,1,space,32729,32885
0,1,a,33509,33602
0,1,s,33711,33821
0,1,space,33961,34039
0,1,s,34523,34663
0,1,n,34601,34663
0,1,o,34772,34881
0,1,w,35084,35209
0,1,comma,37580,37627
0,1,enter,38360,38407
0,1,a,39125,39234
0,1,n,39172,39250
0,1,d,39328,39406
0,1,space,39530,39608
0,1,e,39967,40108
0,1,v,40388,40498
0,1,e,40591,40700
0,1,r,40700,40778
0,1,y,41028,41122
0,1,space,41324,41402
0,1,w,41761,41870
0,1,h,41824,41902
0,1,e,42292,42416
0,1,r,42401,42494
0,1,e,42494,42619
0,1,space,44460,44632
0,2,shift,0,312
0,2,h,203,250
0,2,u,531,609
0,2,m,936,999
0,2,p,3229,3339
0,2,t,3697,3775
0,2,y,3775,3869
0,2,space,4072,4181
0,2,shift,4321,4680
0,2,d,4587,4649
0,2,u,4961,5039
0,2,m,5382,5460
0,2,p,5803,5881
0,2,t,6973,7051
0,2,y,7036,7129
0,2,space,8143,8299
0,2,s,8580,8721
0,2,a,8814,8970
0,2,t,9017,9111
0,2,space,9282,9345
0,2,o,9501,9563
0,2,n,9703,9797
0,2,space,9891,10031
0,2,a,10062,10249
0,2,space,10281,10421
0,2,w,10671,10811
0,2,a,11170,11310
0,2,l,11263,11295
0,2,l,11404,11451
0,2,comma,12558,12636
0,2,enter,13541,13603
0,2,shift,14040,14399
0,2,h,14321,14399
0,2,u,14602,14680
0,2,m,15304,15413
0,2,p,15694,15772
0,2,t,16536,16614
0,2,y,16599,16677
0,2,space,18673,18783
0,2,shift,18939,19890
0,2,d,19734,19812
0,2,u,20093,20171
0,2,m,20514,20592
0,2,p,21029,21138
0,2,t,21700,21793
0,2,y,21793,21856
0,2,space,23229,23385
0,2,h,23634,23712
0,2,a,23712,23853
0,2,d,24243,24336
0,2,space,24461,24601
0,2,a,24633,24789
0,2,space,24929,25070
0,2,g,26006,26099
0,2,r,26240,26333
0,2,e,26926,27020
0,2,a,27098,27269
0,2,t,27254,27332
0,2,space,27566,27722
0,2,f,27878,28002
0,2,a,28112,28252
0,2,l,28174,28252
0,2,l,28330,28408
0,2,period,29859,29984
0,2,enter,30670,30748
0,2,shift,31200,31544
0,2,a,31403,31481
0,2,l,31668,31731
0,2,l,31824,31918
0,2,space,32012,32183
0,2,t,32230,32292
0,2,h,32433,32511
0,2,e,32542,32651
0,2,space,32714,32760
0,2,k,34398,34523
0,2,i,35022,35132
0,2,n,35225,35319
0,2,g,35631,35724
0,2,quote,36239,36333
0,2,s,36333,36458
0,2,space,36629,36707
0,2,h,37612,37690
0,2,o,37784,37893
0,2,u,37893,37940
0,2,r,38423,38532
0,2,s,38704,38829
0,2,e,38891,39000
0,2,s,39437,39515
0,2,space,39968,40092
0,2,a,41559,41684
0,2,n,41621,41699
0,2,d,41730,41840
0,2,a,43041,43181
0,2,l,43150,43197
0,2,l,43290,43400
0,2,space,43556,43712
0,2,t,43914,43992
0,2,h,43992,44070
0,2,e,44070,44180
0,2,space,45833,45958
0,3,shift,0,499
0,3,t,405,468
0,3,w,1107,1232
0,3,i,1185,1263
0,3,n,1435,1513
0,3,k,2231,2293
0,3,l,3307,3401
0,3,e,3401,3510
0,3,comma,3947,4071
0,3,space,4165,4321
0,3,t,4477,4555
0,3,w,5304,5429
0,3,i,5382,5507
0,3,n,5709,5787
0,3,k,6255,6333
0,3,l,7098,7191
0,3,e,7191,7316
0,3,comma,8315,8408
0,3,space,8517,8611
0,3,l,8939,9063
0,3,i,9157,9266
0,3,t,9500,9547
0,3,t,9625,9719
0,3,l,9953,10046
0,3,e,10077,10202
0,3,space,10483,10624
0,3,s,11107,11263
0,3,t,11419,11513
0,3,a,11653,11794
0,3,r,11903,12028
0,3,comma,13931,13993
0,3,enter,15662,15725
0,3,shift,16442,16708
0,3,h,16583,16645
0,3,o,16895,16973
0,3,w,17285,17394
0,3,space,18876,19032
0,3,shift,19734,20186
0,3,i,19952,20030
0,3,space,20342,20514
0,3,w,20966,21091
0,3,o,21044,21091
0,3,n,21356,21450
0,3,d,21684,21793
0,3,e,21965,22074
0,3,r,22074,22136
0,3,space,22495,22573
0,3,w,23743,23852
0,3,h,23806,23868
0,3,a,24008,24164
0,3,t,24196,24274
0,3,space,24414,24570
0,3,y,24617,24726
0,3,o,24757,24882
0,3,u,24882,25022
0,3,space,25116,25272
0,3,a,25350,25553
0,3,r,25600,25709
0,3,e,25802,25927
0,3,period,27269,27347
0,3,enter,28174,28236
0,3,shift,28751,29078
0,3,u,29000,29047
0,3,p,29375,29468
0,3,space,30342,30482
0,3,a,30670,30872
0,3,b,31231,31294
0,3,o,31294,31356
0,3,v,31637,31699
0,3,e,31808,31886
0,3,space,33103,33275
0,3,t,33524,33634
0,3,h,33634,33743
0,3,e,33712,33836
0,3,space,33992,34164
0,3,w,34944,35069
0,3,o,35022,35069
0,3,r,35116,35225
0,3,l,36083,36176
0,3,d,36426,36504
0,3,space,37752,37908
0,3,s,38080,38189
0,3,o,38189,38236
0,3,space,38392,38516
0,3,h,38657,38750
0,3,i,38922,39031
0,3,g,39437,39515
0,3,h,39484,39546
0,3,comma,40154,40232
0,3,enter,41090,41153
0,3,shift,41574,42183
0,3,l,42105,42167
0,3,i,42651,42744
0,3,k,43212,43337
0,3,e,43275,43399
0,3,space,43477,43602
0,3,a,43649,43774
0,3,space,43852,44008
0,3,d,44601,44741
0,3,i,44663,44741
1,0,shift,0,459
1,0,t,371,456
1,0,w,872,976
1,0,i,1008,1128
1,0,n,1249,1376
1,0,l,1480,1568
1,0,backspace,1976,2024
1,0,k,2176,2304
1,0,l,2289,2376
1,0,e,2424,2536
1,0,comma,2872,3056
1,0,space,3011,3128
1,0,t,3200,3288
1,0,w,3848,3960
1,0,u,3999,4113
1,0,b,4112,4200
1,0,k,4576,4648
1,0,backspace,4895,4927
1,0,backspace,5176,5264
1,0,backspace,5344,5440
1,0,i,5856,5951
1,0,n,6400,6480
1,0,k,6632,6696
1,0,l,6720,6815
1,0,e,6880,6943
1,0,comma,7224,7360
1,0,space,7368,7464
1,0,l,7480,7567
1,0,i,7696,7783
1,0,t,7760,7807
1,0,t,7871,7983
1,0,l,8007,8088
1,0,e,8080,8168
1,0,space,8200,8304
1,0,s,8288,8392
1,0,t,8512,8616
1,0,a,8696,8799
1,0,r,8752,8879
1,0,comma,8871,8951
1,0,enter,9136,9192
1,0,shift,9799,10048
1,0,h,9888,9959
1,0,o,10120,10144
1,0,w,10216,10320
1,0,space,10344,10440
1,0,shift,10480,10600
1,0,i,10536,10656
1,0,space,10608,10728
1,0,w,10879,10999
1,0,o,10992,11031
1,0,n,11128,11232
1,0,d,11184,11296
1,0,e,11328,11464
1,0,r,11432,11552
1,0,space,11504,11608
1,0,w,11736,11871
1,0,h,11895,11975
1,0,a,11983,12079
1,0,t,12176,12288
1,0,space,12264,12368
1,0,y,12496,12600
1,0,o,12544,12743
1,0,u,12640,12767
1,0,space,12704,12791
1,0,a,12799,12943
1,0,r,12951,13064
1,0,e,13016,13152
1,0,period,13120,13200
1,0,enter,13352,13416
1,0,shift,13879,14407
1,0,u,14192,14232
1,0,p,14528,14605
1,0,space,14727,14831
1,0,a,14887,14991
1,0,b,14999,15055
1,0,o,15192,15248
1,0,v,15256,15352
1,0,e,15448,15528
1,0,space,15536,15608
1,0,t,15640,15736
1,0,h,15712,15784
1,0,e,15767,15879
1,0,space,15887,15959
1,0,w,16000,16111
1,0,o,16120,16176
1,0,r,16296,16416
1,0,l,16440,16512
1,0,d,16552,16640
1,0,space,16680,16767
1,0,s,16912,17015
1,0,o,17040,17176
1,0,space,17152,17240
1,0,h,17320,17392
1,0,i,17440,17528
1,0,g,17552,17664
1,0,backspace,17847,17887
1,0,g,18776,18863
1,0,h,18887,18959
1,0,comma,19416,19512
1,0,enter,19680,19735
1,1,shift,0,288
1,1,m,176,280
1,1,a,408,520
1,1,r,640,751
1,1,y,759,887
1,1,space,863,992
1,1,h,1320,1392
1,1,a,1400,1512
1,1,d,1477,1575
1,1,space,1568,1631
1,1,a,1656,1759
1,1,space,1736,1863
1,1,l,1808,1919
1,1,i,2016,2088
1,1,t,2071,2136
1,1,t,2208,2311
1,1,l,2296,2367
1,1,e,2408,2504
1,1,space,2464,2583
1,1,l,2576,2679
1,1,a,2672,2831
1,1,m,2784,2879
1,1,b,3072,3152
1,1,comma,3472,3560
1,1,enter,3760,3823
1,1,shift,4120,4336
1,1,h,4256,4320
1,1,i,4440,4504
1,1,s,4520,4615
1,1,space,4648,4735
1,1,f,4904,5008
1,1,l,5024,5120
1,1,e,5160,5208
1,1,e,5288,5368
1,1,c,5464,5552
1,1,e,5584,5687
1,1,space,5680,5791
1,1,w,5832,5895
1,1,a,6000,6128
1,1,s,6057,6167
1,1,space,6160,6256
1,1,w,6360,6464
1,1,h,6472,6528
1,1,i,6671,6735
1,1,t,6759,6864
1,1,e,6863,6959
1,1,space,6960,7056
1,1,a,7087,7183
1,1,s,7111,7252
1,1,space,7223,7311
1,1,s,7336,7463
1,1,n,7408,7495
1,1,o,7607,7671
1,1,w,7679,7783
1,1,comma,7831,7919
1,1,enter,8111,8167
1,1,shift,8447,8663
1,1,a,8575,8671
1,1,n,8735,8791
1,1,d,8831,8952
1,1,space,8927,9031
1,1,e,9072,9143
1,1,v,9255,9343
1,1,e,9431,9511
1,1,r,9495,9607
1,1,y,9567,9631
1,1,w,9727,9791
1,1,h,9799,9871
1,1,e,9911,9991
1,1,r,10007,10135
1,1,e,10095,10175
1,1,space,10175,10255
1,1,t,10271,10383
1,1,h,10375,10455
1,1,a,10480,10535
1,1,t,10624,10743
1,1,space,10711,10775
1,1,shift,10871,10991
1,1,m,10975,11055
1,1,a,11088,11199
1,1,r,11344,11471
1,1,y,11472,11535
1,1,space,11831,11919
1,1,w,11943,12039
1,1,e,12176,12231
1,1,n,12295,12351
1,1,t,12383,12479
1,1,comma,12608,12679
1,1,enter,12895,12959
1,1,shift,13239,13545
1,1,shift,13631,13775
1,1,shift,13951,14328
1,1,backspace,14455,14511
1,1,enter,15024,15114
1,1,shift,15264,16047
1,1,t,15866,15959
1,1,h,16863,16929
1,1,e,16975,17063
1,1,space,17079,17191
1,1,l,17383,17487
1,2,shift,0,1008
1,2,t,624,696
1,2,h,1192,1271
1,2,e,1337,1431
1,2,space,1448,1560
1,2,i,1888,1984
1,2,t,2008,2104
1,2,s,2239,2311
1,2,y,2295,2431
1,2,space,2399,2495
1,2,b,2552,2647
1,2,u,2759,2895
1,2,t,2903,2991
1,2,s,3119,3223
1,2,y,3215,3335
1,2,space,3287,3399
1,2,backspace,3631,3679
1,2,backspace,3783,3847
1,2,backspace,3943,4007
1,2,backspace,4087,4151
1,2,backspace,4235,4351
1,2,i,4871,4943
1,2,t,5039,5103
1,2,s,5255,5335
1,2,y,5327,5439
1,2,space,5407,5527
1,2,s,5927,6057
1,2,p,6023,6095
1,2,i,6239,6383
1,2,d,6463,6575
1,2,e,6655,6799
1,2,r,6727,6888
1,2,space,6871,6975
1,2,c,7127,7263
1,2,l,7231,7351
1,2,i,7904,7943
1,2,m,8439,8554
1,2,b,8720,8791
1,2,e,8815,8975
1,2,d,8920,9063
1,2,space,9296,9399
1,2,u,10263,10335
1,2,p,10520,10655
1,2,space,10648,10759
1,2,t,10743,10847
1,2,h,10920,10999
1,2,e,10991,11087
1,2,space,11104,11215
1,2,w,11223,11335
1,2,a,11463,11591
1,2,t,11688,11783
1,2,e,11840,11960
1,2,r,11935,12071
1,2,s,12167,12262
1,2,p,12591,12719
1,2,o,13487,13575
1,2,u,13671,13751
1,2,t,13791,13911
1,2,period,14191,14335
1,2,enter,14887,14991
1,2,shift,15079,15278
1,2,d,15215,15342
1,2,o,15959,16054
1,2,w,16159,16270
1,2,n,16303,16476
1,2,space,16431,16575
1,2,c,16807,16903
1,2,a,16983,17103
1,2,m,17151,17230
1,2,e,17247,17326
1,2,space,17359,17454
1,2,t,17447,17551
1,2,h,17599,17676
1,2,e,17655,17751
1,2,space,17799,17891
1,2,r,17871,17975
1,2,a,18055,18214
1,2,i,18127,18262
1,2,n,18175,18302
1,2,enter,18479,18559
1,2,a,18719,18839
1,2,n,18855,18911
1,2,d,18935,19023
1,2,space,19031,19127
1,2,w,19143,19222
1,2,a,19335,19455
1,2,s,19711,19815
1,2,h,19831,19895
1,2,e,19964,20047
1,2,d,20023,20151
1,2,space,20167,20238
1,2,t,20407,20495
1,2,h,20503,20559
1,2,e,20591,20663
1,2,space,20671,20743
1,2,s,20799,20871
1,2,u,20887,20975
1,2,backspace,21446,21506
1,2,p,21671,21751
1,2,i,21935,21983
1,3,shift,0,344
1,3,h,249,313
1,3,u,457,521
1,3,m,681,752
1,3,p,857,928
1,3,t,1049,1144
1,3,y,1193,1256
1,3,space,1377,1472
1,3,shift,1521,1705
1,3,d,1641,1777
1,3,u,1897,1928
1,3,m,2193,2273
1,3,p,2361,2465
1,3,t,2529,2633
1,3,y,2689,2753
1,3,space,2937,3024
1,3,s,3193,3329
1,3,a,3297,3457
1,3,t,3609,3713
1,3,space,3729,3841
1,3,i,3881,4067
1,3,n,3953,4088
1,3,space,4041,4144
1,3,a,4169,4273
1,3,space,4265,4385
1,3,w,4401,4457
1,3,a,4577,4697
1,3,l,4665,4713
1,3,l,4793,4873
1,3,comma,5001,5080
1,3,enter,5273,5329
1,3,shift,5577,5785
1,3,h,5649,5721
1,3,i,6121,6168
1,3,backspace,6465,6531
1,3,u,6713,6769
1,3,m,6897,6968
1,3,p,7017,7104
1,3,y,7321,7360
1,3,backspace,7665,7721
1,3,backspace,7793,7857
1,3,p,8393,8472
1,3,t,8665,8752
1,3,y,8784,8832
1,3,space,9008,9094
1,3,shift,9216,9488
1,3,d,9409,9544
1,3,u,9616,9664
1,3,m,9784,9848
1,3,p,9936,10016
1,3,t,10096,10208
1,3,y,10312,10376
1,3,space,10497,10568
1,3,h,10728,10800
1,3,a,10832,10992
1,3,d,10928,11072
1,3,space,11136,11200
1,3,a,11256,11392
1,3,space,11336,11464
1,3,g,11553,11672
1,3,r,11785,11920
1,3,e,11865,11968
1,3,a,12048,12152
1,3,t,12233,12344
1,3,space,12368,12472
1,3,f,12488,12576
1,3,a,12728,12832
1,3,l,12840,12888
1,3,l,12968,13056
1,3,period,13208,13304
1,3,enter,13872,13968
1,3,shift,14200,14512
1,3,a,14404,14496
1,3,l,14608,14664
1,3,l,14736,14856
1,3,space,14808,14904
1,3,t,14896,14984
1,3,h,15016,15080
1,3,e,15088,15185
1,3,space,15160,15288
1,3,k,15320,15400
1,3,i,15496,15640
1,3,n,15552,15680
1,3,g,15664,15776
1,3,quote,15850,15896
1,3,s,15928,16008
1,3,space,16040,16088
1,3,h,16192,16265
1,3,o,16393,16464
1,3,r,16473,16568
1,3,s,16688,16792
1,3,e,16912,16968
1,3,s,17080,17144
1,3,space,17201,17280
1,3,a,17320,17440
1,3,n,17456,17520
1,3,d,17513,17616
1,3,space,17625,17720
1,3,l,17889,17928
1,3,backspace,18304,18356
2,0,h,0,5
2,0,a,112,256
2,0,d,370,513
2,0,space,656,803
2,0,a,892,1001
2,0,space,1105,1212
2,0,g,1318,1424
2,0,r,1520,1664
2,0,e,1739,1887
2,0,a,2015,2159
2,0,t,2253,2362
2,0,space,2471,2582
2,0,f,2671,2782
2,0,a,3029,3137
2,0,l,3214,3287
2,0,l,3381,3490
2,0,period,3705,3775
2,0,enter,4166,4314
2,0,shift,4423,4716
2,0,a,4642,4724
2,0,l,4798,4905
2,0,l,4964,5076
2,0,space,5081,5146
2,0,t,5270,5378
2,0,h,5445,5552
2,0,e,5630,5701
2,0,space,5810,5885
2,0,k,5905,6014
2,0,i,6087,6203
2,0,n,6162,6275
2,0,f,6834,6912
2,0,g,6918,6983
2,0,backspace,7214,7288
2,0,backspace,7381,7501
2,0,g,7459,7569
2,0,quote,7622,7766
2,0,s,7831,7941
2,0,space,8090,8198
2,0,h,8344,8451
2,0,o,8499,8603
2,0,r,8704,8814
2,0,s,8966,9148
2,0,e,9218,9328
2,0,s,9407,9480
2,0,space,9598,9671
2,0,a,9821,9934
2,0,n,9937,10040
2,0,d,10044,10148
2,0,space,10229,10339
2,0,a,10433,10547
2,0,l,10550,10618
2,0,l,10713,10823
2,0,space,10829,10939
2,0,t,11045,11153
2,0,h,11212,11320
2,0,e,11426,11502
2,0,space,11620,11694
2,0,k,11710,11820
2,0,i,11889,11997
2,0,n,12002,12104
2,0,g,12224,12304
2,0,quote,12430,12536
2,0,s,12589,12663
2,0,space,12789,12869
2,0,m,12973,13080
2,0,e,13086,13197
2,0,n,13246,13354
2,0,enter,13664,13774
2,0,shift,13898,14150
2,0,c,14040,14112
2,0,o,14201,14312
2,0,u,14492,14494
2,0,l,14524,14655
2,0,d,14657,14755
2,0,n,14996,15102
2,0,quote,15174,15284
2,0,t,15293,15440
2,0,space,15529,15637
2,0,p,16000,16148
2,0,u,16293,16405
2,0,t,16470,16577
2,0,space,16680,16792
2,0,shift,16800,17103
2,0,h,16954,17075
2,0,u,17159,17267
2,0,m,17320,17486
2,0,p,17489,17594
2,0,t,17695,17844
2,0,y,17935,18044
2,0,space,18176,18285
2,0,t,18645,18809
2,0,o,18810,18859
2,0,g,18937,19082
2,0,e,19185,19292
2,0,t,19413,19562
2,0,h,19601,19742
2,0,e,19854,20002
2,0,r,20062,20207
2,0,space,20286,20394
2,0,a,20522,20595
2,1,shift,0,435
2,1,t,219,328
2,1,h,503,649
2,1,e,729,805
2,1,space,898,1007
2,1,i,1058,1173
2,1,t,1179,1314
2,1,s,1560,1667
2,1,y,1816,1963
2,1,space,2043,2155
2,1,b,2241,2350
2,1,i,2354,2505
2,1,t,2523,2671
2,1,s,3027,3172
2,1,y,3356,3467
2,1,space,3612,3723
2,1,s,3872,4017
2,1,p,4021,4094
2,1,i,4191,4277
2,1,d,4319,4533
2,1,e,4559,4633
2,1,r,4717,4824
2,1,space,5057,5166
2,1,c,5276,5348
2,1,l,5376,5483
2,1,i,5562,5635
2,1,m,5645,5755
2,1,b,5972,6119
2,1,e,6225,6372
2,1,d,6435,6543
2,1,space,6642,6753
2,1,u,6931,7006
2,1,y,7007,7040
2,1,p,7042,7108
2,1,backspace,7606,7677
2,1,backspace,7766,7835
2,1,p,8021,8131
2,1,space,8160,8305
2,1,t,8394,8538
2,1,h,8600,8710
2,1,e,8799,8906
2,1,space,8982,9087
2,1,w,9185,9333
2,1,a,9387,9497
2,1,t,9619,9732
2,1,r,9736,9767
2,1,e,9819,9924
2,1,r,10002,10113
2,1,backspace,10383,10490
2,1,backspace,10558,10630
2,1,backspace,10731,10839
2,1,e,10869,11017
2,1,r,11082,11227
2,1,s,11307,11415
2,1,p,11527,11633
2,1,o,11699,11810
2,1,u,11996,12104
2,1,t,12169,12278
2,1,period,16580,16688
2,1,enter,17109,17219
2,1,shift,17402,17698
2,1,d,17586,17702
2,1,o,17764,17874
2,1,w,17898,18011
2,1,n,18014,18152
2,1,space,18239,18345
2,1,c,18657,18839
2,1,a,18943,19052
2,1,m,19067,19164
2,1,e,19219,19365
2,1,space,19477,19690
2,1,t,19819,19967
2,1,h,20039,20186
2,1,e,20287,20395
2,1,space,20515,20620
2,1,r,20717,20862
2,1,a,20941,21011
2,1,i,21041,21185
2,1,n,21328,21436
2,1,enter,21939,22044
2,1,a,22277,22387
2,1,n,22390,22498
2,1,d,22515,22658
2,1,space,22722,22829
2,1,w,22965,23110
2,1,a,23158,23264
2,1,s,23328,23436
2,1,n,23614,23654
2,1,h,23621,23727
2,1,j,23624,23688
2,1,backspace,24028,24099
2,1,backspace,24198,24311
2,1,h,24316,24447
2,1,backspace,24503,24614
2,1,backspace,24673,24819
2,1,h,24823,24923
2,1,e,25039,25181
2,1,d,25237,25354
2,1,space,25448,25652
2,1,t,25710,25817
2,2,shift,0,332
2,2,t,181,301
2,2,w,580,723
2,2,i,1048,1196
2,2,n,1208,1314
2,2,k,1433,1541
2,2,l,1694,1839
2,2,e,1966,2077
2,2,space,2215,2322
2,2,backspace,2621,2727
2,2,comma,2882,2993
2,2,space,2994,3098
2,2,t,3270,3413
2,2,w,3864,4046
2,2,i,4069,4177
2,2,n,4246,4388
2,2,k,4506,4616
2,2,l,4718,4861
2,2,e,4933,5074
2,2,comma,5222,5331
2,2,space,5353,5496
2,2,l,5590,5730
2,2,i,5825,5937
2,2,t,5980,6087
2,2,t,6182,6289
2,2,l,6324,6433
2,2,e,6434,6574
2,2,space,6660,6737
2,2,s,7160,7303
2,2,t,7427,7567
2,2,a,7726,7873
2,2,r,7978,8123
2,2,comma,8191,8304
2,2,enter,8591,8700
2,2,shift,8948,9173
2,2,h,9060,9181
2,2,o,9275,9390
2,2,w,9424,9568
2,2,space,9778,9890
2,2,shift,9957,10251
2,2,i,10106,10183
2,2,space,10272,10382
2,2,w,10556,10666
2,2,o,10670,10773
2,2,n,10849,10994
2,2,d,11164,11274
2,2,e,11387,11482
2,2,r,11570,11678
2,2,space,11785,11893
2,2,w,11987,12060
2,2,h,12210,12321
2,2,j,12246,12293
2,2,backspace,13020,13131
2,2,a,13271,13347
2,2,t,13595,13787
2,2,space,13912,14020
2,2,y,14134,14249
2,2,o,14252,14489
2,2,u,14489,14529
2,2,j,14491,14495
2,2,space,14946,15017
2,2,backspace,15179,15287
2,2,backspace,15350,15460
2,2,space,15490,15600
2,2,a,15823,15931
2,2,r,16089,16234
2,2,e,16292,16402
2,2,period,16408,16515
2,2,enter,16906,17017
2,2,shift,17137,17477
2,2,u,17323,17445
2,2,p,17663,17770
2,2,space,17856,17924
2,2,a,18101,18174
2,2,b,18337,18517
2,2,backspace,18659,18771
2,2,b,18973,19083
2,2,o,19134,19241
2,2,v,19324,19470
2,2,e,19559,19667
2,2,space,19796,19905
2,2,t,20011,20119
2,2,h,20191,20300
2,2,e,20406,20476
2,2,space,20610,20723
2,2,w,20877,20987
2,2,o,21010,21119
2,2,r,21150,21263
2,2,l,21302,21410
2,2,d,21496,21605
2,2,space,21712,21822
2,2,s,22015,22125
2,2,o,22133,22241
2,2,space,22258,22368
2,2,h,22531,22640
2,2,i,22665,22776
2,2,g,22801,22945
2,2,h,23045,23155
2,2,comma,23421,23567
2,2,enter,23730,23877
2,3,shift,0,288
2,3,m,108,219
2,3,a,499,608
2,3,r,738,847
2,3,y,955,1071
2,3,space,1181,1286
2,3,h,1431,1579
2,3,j,1469,1509
2,3,backspace,2015,2161
2,3,a,2167,2276
2,3,d,2397,2507
2,3,space,2631,2739
2,3,a,2867,2940
2,3,space,3069,3179
2,3,l,3212,3319
2,3,i,3389,3462
2,3,t,3502,3611
2,3,t,3696,3807
2,3,l,3888,4030
2,3,e,4036,4147
2,3,space,4273,4380
2,3,l,4444,4551
2,3,a,4577,4684
2,3,m,4826,4967
2,3,b,5008,5117
2,3,comma,5346,5420
2,3,enter,6206,6281
2,3,shift,6581,6837
2,3,h,6724,6798
2,3,i,6898,7007
2,3,s,7076,7185
2,3,space,7394,7503
2,3,f,7638,7784
2,3,l,7788,7855
2,3,e,8110,8217
2,3,e,8292,8402
2,3,c,8495,8605
2,3,e,8682,8807
2,3,space,8891,8999
2,3,w,9119,9263
2,3,a,9320,9427
2,3,s,9498,9607
2,3,space,9702,9777
2,3,w,9979,10093
2,3,h,10253,10402
2,3,i,10403,10542
2,3,t,10578,10736
2,3,e,10808,10937
2,3,space,11048,11116
2,3,a,11325,11494
2,3,s,11572,11611
2,3,space,11733,11906
2,3,s,11939,12012
2,3,n,12189,12298
2,3,o,12353,12462
2,3,w,12495,12605
2,3,comma,12667,12777
2,3,enter,12948,13094
