user,session,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,14,213.0,365.0,281.0,187.0,238.0,314.0,170.0,144.0,196.0,212.0,85.0,84.0,85.0,76.0,76.0,84.0,67.0,67.0,59.0,67.0,59.0
1,15,230.0,722.0,442.0,365.0,272.0,892.0,178.0,187.0,136.0,1470.0,85.0,84.0,101.0,76.0,93.0,101.0,59.0,85.0,42.0,67.0,127.0
1,16,187.0,230.0,204.0,203.0,247.0,314.0,196.0,170.0,373.0,782.0,67.0,76.0,67.0,84.0,68.0,76.0,76.0,58.0,58.0,85.0,84.0
1,17,136.0,255.0,1912.0,145.0,221.0,399.0,519.0,221.0,824.0,586.0,76.0,68.0,51.0,42.0,67.0,59.0,84.0,84.0,67.0,76.0,42.0
1,18,196.0,654.0,272.0,178.0,213.0,247.0,169.0,179.0,280.0,289.0,76.0,101.0,101.0,76.0,76.0,76.0,41.0,85.0,59.0,68.0,59.0
1,19,195.0,247.0,289.0,195.0,221.0,247.0,187.0,161.0,221.0,204.0,84.0,68.0,59.0,67.0,76.0,68.0,84.0,76.0,42.0,42.0,51.0
2,0,436.0,276.0,585.0,1423.0,418.0,811.0,168.0,343.0,293.0,418.0,75.0,66.0,49.0,75.0,74.0,66.0,75.0,66.0,33.0,58.0,49.0
2,1,435.0,225.0,720.0,577.0,309.0,803.0,201.0,510.0,644.0,636.0,58.0,57.0,50.0,58.0,91.0,75.0,75.0,66.0,75.0,41.0,58.0
2,2,209.0,410.0,1112.0,669.0,535.0,1397.0,200.0,636.0,243.0,643.0,92.0,42.0,58.0,33.0,92.0,100.0,41.0,58.0,66.0,49.0,84.0
2,3,418.0,268.0,669.0,945.0,318.0,912.0,167.0,527.0,351.0,560.0,50.0,75.0,50.0,58.0,58.0,66.0,74.0,83.0,74.0,58.0,75.0
2,4,159.0,309.0,795.0,610.0,435.0,987.0,226.0,635.0,184.0,260.0,83.0,66.0,50.0,66.0,75.0,67.0,58.0,49.0,92.0,58.0,66.0
2,5,393.0,243.0,694.0,661.0,292.0,904.0,184.0,552.0,318.0,627.0,58.0,91.0,41.0,58.0,32.0,67.0,75.0,83.0,50.0,66.0,50.0
2,6,460.0,284.0,644.0,669.0,285.0,1564.0,200.0,544.0,377.0,619.0,66.0,58.0,41.0,75.0,58.0,91.0,49.0,67.0,66.0,49.0,66.0
2,7,594.0,243.0,1171.0,919.0,293.0,971.0,192.0,611.0,368.0,652.0,116.0,58.0,49.0,32.0,67.0,92.0,74.0,58.0,74.0,83.0,75.0
2,8,401.0,209.0,803.0,853.0,920.0,1982.0,217.0,728.0,435.0,636.0,49.0,67.0,75.0,83.0,75.0,83.0,75.0,42.0,75.0,58.0,49.0
2,9,393.0,218.0,694.0,661.0,301.0,1113.0,167.0,711.0,310.0,527.0,58.0,50.0,41.0,67.0,75.0,58.0,66.0,67.0,58.0,50.0,75.0
2,10,234.0,235.0,1095.0,686.0,1095.0,1497.0,167.0,243.0,176.0,844.0,41.0,58.0,66.0,50.0,66.0,75.0,58.0,42.0,50.0,49.0,83.0
2,11,476.0,226.0,652.0,720.0,318.0,895.0,201.0,451.0,360.0,560.0,74.0,67.0,66.0,50.0,75.0,83.0,66.0,41.0,50.0,66.0,66.0
2,12,418.0,251.0,686.0,753.0,268.0,886.0,226.0,461.0,301.0,493.0,75.0,75.0,67.0,50.0,75.0,91.0,83.0,50.0,58.0,33.0,50.0
2,13,427.0,242.0,1004.0,736.0,284.0,2116.0,176.0,560.0,343.0,945.0,58.0,66.0,67.0,41.0,66.0,83.0,66.0,74.0,66.0,83.0,41.0
2,14,377.0,242.0,670.0,368.0,292.0,486.0,200.0,335.0,611.0,677.0,58.0,66.0,67.0,49.0,66.0,75.0,74.0,58.0,75.0,58.0,92.0
2,15,544.0,209.0,795.0,811.0,276.0,929.0,167.0,661.0,318.0,552.0,92.0,58.0,33.0,58.0,67.0,100.0,83.0,66.0,83.0,91.0,66.0
2,16,419.0,184.0,878.0,995.0,276.0,836.0,210.0,610.0,419.0,535.0,41.0,57.0,83.0,49.0,58.0,58.0,75.0,49.0,67.0,57.0,66.0
2,17,527.0,276.0,1764.0,561.0,343.0,894.0,184.0,519.0,343.0,460.0,74.0,49.0,49.0,58.0,66.0,74.0,67.0,67.0,66.0,49.0,49.0
2,18,435.0,218.0,594.0,652.0,268.0,945.0,193.0,485.0,318.0,468.0,58.0,50.0,74.0,49.0,75.0,83.0,75.0,66.0,66.0,49.0,66.0
2,19,393.0,209.0,1138.0,527.0,334.0,971.0,200.0,636.0,318.0,393.0,41.0,75.0,50.0,66.0,74.0,83.0,74.0,67.0,66.0,41.0,67.0
3,0,293.0,176.0,628.0,344.0,251.0,436.0,142.0,235.0,427.0,754.0,83.0,49.0,41.0,66.0,49.0,41.0,41.0,58.0,32.0,58.0,24.0
3,1,484.0,159.0,1482.0,360.0,201.0,1281.0,142.0,227.0,309.0,4508.0,81.0,41.0,41.0,33.0,66.0,49.0,58.0,50.0,66.0,33.0,97.0
3,2,369.0,193.0,435.0,302.0,201.0,888.0,151.0,217.0,327.0,1005.0,50.0,41.0,16.0,50.0,41.0,24.0,58.0,49.0,50.0,50.0,67.0
3,3,360.0,176.0,729.0,344.0,226.0,1248.0,159.0,352.0,302.0,478.0,66.0,50.0,50.0,50.0,57.0,24.0,67.0,59.0,50.0,41.0,58.0
3,4,327.0,184.0,377.0,310.0,226.0,1215.0,159.0,218.0,259.0,511.0,58.0,33.0,33.0,58.0,58.0,33.0,58.0,49.0,49.0,33.0,75.0
3,5,461.0,168.0,577.0,486.0,251.0,863.0,159.0,251.0,344.0,812.0,67.0,50.0,49.0,50.0,50.0,42.0,50.0,33.0,25.0,41.0,33.0
3,6,311.0,167.0,427.0,285.0,176.0,704.0,150.0,277.0,318.0,846.0,50.0,49.0,41.0,33.0,41.0,41.0,49.0,42.0,41.0,50.0,58.0
3,7,318.0,185.0,527.0,319.0,209.0,1877.0,151.0,243.0,318.0,863.0,58.0,42.0,16.0,42.0,41.0,42.0,58.0,58.0,41.0,25.0,7.0
3,8,277.0,192.0,1215.0,268.0,243.0,1106.0,193.0,594.0,461.0,419.0,58.0,41.0,41.0,33.0,41.0,41.0,66.0,41.0,75.0,41.0,50.0
3,9,293.0,176.0,628.0,252.0,192.0,688.0,150.0,210.0,268.0,268.0,49.0,41.0,50.0,50.0,49.0,33.0,58.0,50.0,41.0,41.0,33.0
3,10,386.0,159.0,536.0,310.0,201.0,846.0,151.0,234.0,319.0,502.0,58.0,32.0,49.0,49.0,58.0,33.0,58.0,49.0,50.0,32.0,42.0
3,11,327.0,159.0,519.0,310.0,202.0,796.0,142.0,226.0,285.0,553.0,66.0,32.0,41.0,33.0,50.0,41.0,58.0,66.0,58.0,41.0,50.0
3,12,302.0,503.0,377.0,251.0,185.0,611.0,159.0,210.0,243.0,427.0,50.0,41.0,66.0,58.0,50.0,41.0,50.0,42.0,33.0,41.0,66.0
3,13,318.0,185.0,712.0,444.0,276.0,1265.0,159.0,268.0,394.0,812.0,41.0,58.0,49.0,66.0,41.0,41.0,41.0,41.0,49.0,32.0,24.0
3,14,310.0,167.0,646.0,327.0,234.0,922.0,151.0,234.0,268.0,922.0,58.0,41.0,25.0,33.0,58.0,33.0,50.0,49.0,33.0,8.0,41.0
3,15,762.0,184.0,1022.0,469.0,418.0,361.0,150.0,344.0,385.0,946.0,66.0,58.0,33.0,32.0,33.0,33.0,41.0,41.0,32.0,24.0,41.0
3,16,302.0,184.0,947.0,293.0,185.0,1072.0,134.0,1350.0,92.0,1676.0,75.0,41.0,33.0,41.0,42.0,41.0,50.0,58.0,58.0,49.0,91.0
3,17,310.0,176.0,846.0,293.0,201.0,980.0,134.0,243.0,302.0,779.0,50.0,58.0,41.0,41.0,50.0,33.0,41.0,50.0,50.0,24.0,33.0
3,18,377.0,176.0,628.0,301.0,720.0,1701.0,159.0,243.0,310.0,1800.0,58.0,41.0,41.0,33.0,17.0,8.0,75.0,66.0,49.0,49.0,42.0
3,19,319.0,192.0,352.0,268.0,185.0,502.0,143.0,209.0,285.0,629.0,58.0,49.0,33.0,41.0,33.0,41.0,50.0,41.0,50.0,50.0,41.0
4,0,246.0,340.0,289.0,263.0,323.0,391.0,255.0,365.0,170.0,306.0,67.0,76.0,59.0,50.0,59.0,59.0,42.0,59.0,42.0,59.0,33.0
4,1,204.0,237.0,272.0,204.0,281.0,237.0,230.0,212.0,247.0,458.0,41.0,67.0,76.0,59.0,42.0,67.0,42.0,59.0,68.0,58.0,76.0
4,2,220.0,391.0,281.0,187.0,289.0,238.0,238.0,331.0,391.0,586.0,24.0,51.0,59.0,50.0,50.0,50.0,33.0,58.0,42.0,42.0,59.0
4,3,161.0,264.0,484.0,1292.0,382.0,280.0,238.0,230.0,238.0,1037.0,42.0,59.0,59.0,67.0,50.0,67.0,25.0,51.0,59.0,59.0,84.0
4,4,204.0,272.0,433.0,229.0,323.0,281.0,255.0,594.0,256.0,288.0,58.0,58.0,84.0,50.0,59.0,51.0,50.0,59.0,59.0,58.0,85.0
4,5,170.0,306.0,339.0,332.0,323.0,255.0,212.0,196.0,212.0,697.0,50.0,75.0,75.0,51.0,76.0,50.0,33.0,33.0,41.0,33.0,50.0
4,6,196.0,323.0,390.0,434.0,399.0,926.0,238.0,204.0,212.0,1138.0,76.0,76.0,67.0,59.0,76.0,50.0,50.0,42.0,50.0,42.0,51.0
4,7,161.0,205.0,238.0,144.0,264.0,170.0,221.0,161.0,204.0,1275.0,50.0,59.0,67.0,67.0,67.0,67.0,84.0,75.0,67.0,67.0,101.0
4,8,187.0,272.0,263.0,144.0,323.0,264.0,212.0,195.0,204.0,417.0,50.0,67.0,67.0,59.0,76.0,42.0,58.0,50.0,76.0,34.0,59.0
4,9,213.0,255.0,450.0,179.0,288.0,247.0,221.0,212.0,196.0,306.0,34.0,50.0,58.0,42.0,58.0,51.0,50.0,67.0,51.0,67.0,84.0
4,10,154.0,254.0,289.0,196.0,289.0,221.0,204.0,187.0,170.0,246.0,51.0,67.0,59.0,59.0,50.0,42.0,42.0,59.0,50.0,67.0,51.0
4,11,289.0,238.0,238.0,204.0,306.0,255.0,272.0,230.0,263.0,331.0,84.0,67.0,59.0,84.0,59.0,59.0,84.0,33.0,92.0,76.0,102.0
4,12,136.0,263.0,314.0,204.0,289.0,255.0,196.0,136.0,170.0,1316.0,41.0,75.0,59.0,59.0,76.0,51.0,59.0,50.0,58.0,50.0,42.0
4,13,221.0,348.0,272.0,136.0,340.0,247.0,238.0,263.0,238.0,527.0,50.0,67.0,76.0,59.0,76.0,51.0,42.0,59.0,51.0,51.0,67.0
4,14,212.0,255.0,382.0,298.0,289.0,289.0,212.0,255.0,212.0,451.0,42.0,59.0,59.0,42.0,33.0,50.0,24.0,50.0,50.0,51.0,58.0
4,15,212.0,255.0,238.0,178.0,315.0,272.0,229.0,281.0,195.0,485.0,58.0,59.0,59.0,67.0,76.0,59.0,42.0,59.0,50.0,59.0,92.0
4,16,178.0,255.0,247.0,178.0,340.0,306.0,272.0,365.0,247.0,425.0,50.0,76.0,50.0,67.0,59.0,59.0,59.0,76.0,59.0,67.0,67.0
4,17,170.0,272.0,289.0,178.0,697.0,2821.0,187.0,212.0,179.0,424.0,50.0,76.0,50.0,67.0,51.0,59.0,25.0,33.0,42.0,50.0,59.0
4,18,179.0,229.0,238.0,153.0,280.0,289.0,213.0,212.0,238.0,281.0,68.0,58.0,67.0,67.0,76.0,68.0,42.0,42.0,50.0,25.0,75.0
4,19,203.0,247.0,255.0,161.0,298.0,221.0,246.0,212.0,281.0,348.0,41.0,51.0,59.0,67.0,59.0,50.0,50.0,59.0,68.0,50.0,67.0
5,0,227.0,287.0,548.0,219.0,311.0,877.0,228.0,261.0,286.0,219.0,109.0,67.0,33.0,49.0,66.0,42.0,92.0,66.0,67.0,25.0,84.0
5,1,278.0,396.0,387.0,961.0,412.0,674.0,244.0,261.0,203.0,261.0,126.0,100.0,75.0,50.0,58.0,101.0,67.0,92.0,84.0,75.0,67.0
5,2,193.0,228.0,1053.0,278.0,244.0,767.0,185.0,185.0,135.0,152.0,58.0,50.0,67.0,75.0,58.0,58.0,66.0,67.0,58.0,67.0,66.0
5,3,168.0,253.0,751.0,236.0,202.0,489.0,203.0,126.0,169.0,135.0,117.0,76.0,67.0,75.0,67.0,33.0,58.0,58.0,100.0,58.0,49.0
5,4,168.0,228.0,1299.0,312.0,228.0,227.0,144.0,135.0,135.0,110.0,83.0,50.0,50.0,67.0,92.0,75.0,51.0,92.0,84.0,58.0,66.0
5,5,185.0,228.0,582.0,152.0,236.0,548.0,177.0,186.0,194.0,160.0,92.0,59.0,58.0,75.0,75.0,41.0,75.0,75.0,92.0,75.0,58.0
5,6,177.0,219.0,498.0,792.0,228.0,244.0,194.0,152.0,126.0,160.0,109.0,67.0,75.0,83.0,84.0,75.0,58.0,67.0,75.0,75.0,59.0
5,7,161.0,193.0,515.0,202.0,202.0,556.0,169.0,160.0,143.0,127.0,76.0,58.0,50.0,66.0,58.0,41.0,75.0,75.0,58.0,58.0,49.0
5,8,244.0,270.0,505.0,345.0,236.0,270.0,236.0,253.0,160.0,185.0,109.0,58.0,66.0,58.0,75.0,84.0,25.0,67.0,58.0,66.0,75.0
5,9,219.0,380.0,657.0,598.0,270.0,295.0,202.0,169.0,152.0,160.0,109.0,34.0,58.0,50.0,67.0,67.0,67.0,76.0,58.0,58.0,75.0
5,10,194.0,211.0,1616.0,505.0,236.0,1449.0,193.0,186.0,151.0,1044.0,75.0,67.0,58.0,50.0,93.0,67.0,66.0,50.0,75.0,67.0,67.0
5,11,152.0,296.0,497.0,902.0,219.0,245.0,177.0,177.0,135.0,127.0,93.0,59.0,41.0,50.0,59.0,59.0,67.0,84.0,59.0,75.0,50.0
5,12,143.0,219.0,666.0,211.0,202.0,817.0,186.0,168.0,127.0,185.0,92.0,75.0,67.0,50.0,41.0,58.0,67.0,67.0,50.0,58.0,67.0
5,13,144.0,227.0,1468.0,396.0,261.0,548.0,194.0,186.0,126.0,127.0,92.0,75.0,50.0,66.0,67.0,50.0,67.0,50.0,50.0,50.0,50.0
5,14,151.0,211.0,455.0,228.0,219.0,556.0,177.0,160.0,152.0,152.0,75.0,25.0,42.0,59.0,83.0,75.0,50.0,59.0,84.0,58.0,58.0
5,15,287.0,328.0,531.0,480.0,396.0,480.0,253.0,311.0,236.0,388.0,92.0,83.0,75.0,67.0,84.0,109.0,92.0,58.0,59.0,25.0,67.0
5,16,185.0,219.0,480.0,219.0,211.0,783.0,177.0,202.0,152.0,177.0,75.0,67.0,33.0,59.0,67.0,67.0,59.0,76.0,50.0,42.0,67.0
5,17,118.0,211.0,388.0,624.0,210.0,169.0,177.0,110.0,152.0,67.0,84.0,67.0,33.0,50.0,75.0,59.0,58.0,59.0,75.0,24.0,42.0
5,18,152.0,211.0,835.0,270.0,219.0,270.0,135.0,160.0,186.0,143.0,92.0,59.0,50.0,50.0,75.0,58.0,25.0,75.0,50.0,24.0,58.0
5,19,193.0,228.0,969.0,210.0,211.0,1011.0,177.0,185.0,152.0,160.0,75.0,67.0,67.0,66.0,75.0,75.0,66.0,67.0,75.0,58.0,58.0
6,0,117.0,167.0,243.0,125.0,201.0,125.0,159.0,125.0,117.0,318.0,33.0,58.0,58.0,66.0,50.0,49.0,58.0,58.0,41.0,58.0,58.0
6,1,202.0,193.0,211.0,134.0,211.0,159.0,135.0,160.0,143.0,387.0,66.0,75.0,67.0,66.0,67.0,49.0,25.0,58.0,33.0,33.0,58.0
6,2,158.0,176.0,159.0,183.0,243.0,718.0,159.0,200.0,168.0,534.0,49.0,50.0,41.0,58.0,58.0,41.0,41.0,58.0,50.0,66.0,66.0
6,3,134.0,142.0,168.0,100.0,176.0,100.0,125.0,109.0,109.0,401.0,50.0,41.0,42.0,49.0,49.0,49.0,24.0,58.0,41.0,66.0,66.0
6,4,159.0,211.0,404.0,252.0,244.0,151.0,135.0,185.0,109.0,547.0,66.0,67.0,66.0,75.0,67.0,24.0,42.0,58.0,33.0,50.0,58.0
6,5,143.0,160.0,244.0,134.0,244.0,160.0,135.0,118.0,176.0,345.0,58.0,49.0,66.0,66.0,67.0,33.0,50.0,75.0,66.0,50.0,75.0
6,6,117.0,142.0,150.0,84.0,167.0,117.0,134.0,100.0,142.0,151.0,58.0,49.0,58.0,67.0,58.0,58.0,58.0,66.0,75.0,67.0,66.0
6,7,159.0,125.0,167.0,92.0,184.0,134.0,142.0,142.0,126.0,234.0,66.0,32.0,41.0,33.0,58.0,58.0,41.0,58.0,50.0,66.0,66.0
6,8,109.0,133.0,168.0,125.0,176.0,133.0,117.0,118.0,117.0,217.0,50.0,33.0,58.0,49.0,50.0,49.0,33.0,67.0,66.0,66.0,50.0
6,9,125.0,126.0,167.0,84.0,167.0,134.0,125.0,109.0,117.0,234.0,50.0,42.0,58.0,50.0,41.0,58.0,32.0,50.0,49.0,58.0,41.0
6,10,134.0,152.0,176.0,219.0,236.0,168.0,135.0,143.0,210.0,555.0,75.0,42.0,50.0,59.0,67.0,41.0,58.0,66.0,58.0,58.0,67.0
6,11,168.0,177.0,193.0,127.0,218.0,143.0,160.0,152.0,134.0,379.0,67.0,58.0,67.0,59.0,58.0,59.0,59.0,67.0,50.0,42.0,25.0
6,12,236.0,202.0,547.0,159.0,236.0,160.0,168.0,143.0,168.0,513.0,84.0,50.0,67.0,58.0,50.0,50.0,58.0,58.0,58.0,59.0,42.0
6,13,100.0,151.0,167.0,159.0,184.0,192.0,133.0,134.0,117.0,159.0,50.0,50.0,66.0,66.0,49.0,57.0,58.0,58.0,41.0,66.0,75.0
6,14,100.0,150.0,159.0,101.0,175.0,126.0,125.0,117.0,126.0,318.0,41.0,41.0,50.0,50.0,49.0,42.0,41.0,58.0,58.0,66.0,66.0
6,15,151.0,177.0,168.0,101.0,194.0,143.0,134.0,144.0,109.0,219.0,58.0,58.0,50.0,58.0,58.0,50.0,41.0,59.0,49.0,67.0,67.0
6,16,236.0,244.0,1615.0,227.0,295.0,589.0,168.0,177.0,353.0,286.0,50.0,67.0,16.0,67.0,50.0,41.0,41.0,41.0,67.0,67.0,67.0
6,17,101.0,125.0,159.0,92.0,159.0,108.0,118.0,108.0,109.0,242.0,42.0,32.0,58.0,58.0,49.0,58.0,42.0,66.0,50.0,66.0,75.0
6,18,209.0,159.0,184.0,418.0,234.0,284.0,126.0,150.0,117.0,234.0,33.0,50.0,58.0,66.0,58.0,66.0,41.0,49.0,25.0,50.0,67.0
6,19,152.0,160.0,277.0,126.0,227.0,185.0,135.0,152.0,117.0,438.0,75.0,33.0,58.0,67.0,67.0,50.0,50.0,58.0,66.0,42.0,75.0
7,0,102.0,178.0,229.0,128.0,212.0,204.0,144.0,119.0,127.0,196.0,67.0,67.0,50.0,68.0,67.0,50.0,58.0,59.0,59.0,51.0,67.0
7,1,128.0,161.0,272.0,110.0,221.0,255.0,152.0,136.0,128.0,305.0,76.0,67.0,67.0,59.0,67.0,50.0,41.0,51.0,68.0,58.0,68.0
7,2,128.0,178.0,373.0,136.0,187.0,305.0,162.0,144.0,119.0,305.0,68.0,50.0,42.0,68.0,50.0,42.0,68.0,58.0,59.0,67.0,67.0
7,3,118.0,196.0,288.0,145.0,195.0,297.0,153.0,178.0,136.0,297.0,67.0,68.0,58.0,59.0,58.0,42.0,33.0,42.0,59.0,59.0,59.0
7,4,152.0,269.0,420.0,110.0,193.0,278.0,168.0,151.0,126.0,228.0,84.0,58.0,67.0,84.0,66.0,67.0,58.0,67.0,58.0,67.0,58.0
7,5,117.0,194.0,538.0,134.0,244.0,354.0,168.0,160.0,151.0,168.0,92.0,75.0,66.0,83.0,59.0,67.0,49.0,41.0,58.0,33.0,50.0
7,6,126.0,202.0,807.0,159.0,202.0,395.0,177.0,193.0,126.0,404.0,66.0,67.0,41.0,75.0,50.0,33.0,75.0,58.0,41.0,42.0,33.0
7,7,143.0,193.0,530.0,278.0,571.0,589.0,151.0,185.0,429.0,294.0,83.0,33.0,50.0,16.0,33.0,58.0,58.0,67.0,50.0,41.0,17.0
7,8,127.0,195.0,340.0,203.0,195.0,246.0,153.0,136.0,246.0,467.0,75.0,59.0,42.0,58.0,50.0,51.0,59.0,50.0,50.0,76.0,58.0
7,9,236.0,185.0,714.0,143.0,202.0,412.0,218.0,160.0,134.0,261.0,67.0,41.0,58.0,58.0,50.0,49.0,74.0,41.0,49.0,50.0,41.0
7,10,135.0,210.0,622.0,118.0,168.0,303.0,160.0,168.0,152.0,185.0,84.0,75.0,67.0,75.0,50.0,75.0,58.0,67.0,75.0,66.0,75.0
7,11,151.0,194.0,403.0,126.0,202.0,244.0,168.0,177.0,143.0,194.0,66.0,67.0,66.0,84.0,59.0,58.0,84.0,84.0,67.0,75.0,66.0
7,12,195.0,212.0,306.0,136.0,187.0,237.0,161.0,162.0,136.0,229.0,76.0,84.0,59.0,42.0,50.0,50.0,59.0,59.0,59.0,58.0,67.0
7,13,151.0,202.0,597.0,110.0,202.0,336.0,185.0,202.0,126.0,295.0,92.0,67.0,67.0,84.0,66.0,58.0,67.0,67.0,67.0,84.0,66.0
7,14,161.0,187.0,407.0,128.0,178.0,229.0,145.0,144.0,136.0,331.0,67.0,68.0,76.0,68.0,50.0,59.0,42.0,50.0,59.0,67.0,59.0
7,15,127.0,187.0,272.0,110.0,187.0,195.0,162.0,136.0,144.0,424.0,59.0,59.0,67.0,50.0,59.0,59.0,34.0,50.0,58.0,50.0,68.0
